,REVIEW,LABEL_SEAT,LABEL_BED,LABEL_IFE,LABEL_FOOD,LABEL_NOISE,LABEL_TEMPERATURE,LABEL_HUMIDITY,LABEL_CABIN CREW,LABEL_LAVATORY SPACE,LABEL_PRICE,LABEL_LOST BAGGAGE,LABEL_CHECK IN,LABEL_PUNCTUALITY,LABEL_ATTRACTIVE AIRCRAFT,LABEL_SAV,LABEL_BOARDING,LABEL_GENERAL
740, Points négatifs : The flight was delayed for more than 3 hours and for some reason Kayak application was showing it as on time ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
741, Good Points positifs : Good  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
742," Points positifs : my little daughter did not feel good during the descent and one of the staff sat with hwe and try to calm her down. she was lovely but I don""t remember her name. ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
743, Points positifs : baggage  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
744, Points négatifs : no kosher meal spare on a flight to Tel Aviv ...  ,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
745," Good airlinesPoints positifs : The airlines is very good in timing, price, meal and staffPoints négatifs : Boarding
5 counters boarding 4 airplanes to 4 countries at the same time, it was the longest line i have ever stand in
Wish they increase counters at ataturk airport in the future  ",0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
746, mediocre airline Points positifs : the flight was shortPoints négatifs : huge line to check-in and the attendants were waiting for some signal from manemente to actually start processing passengers; awful food; flight attendants were not nice; baggage took 55 minutes to be delivered  ,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
747," mediocre airline Points positifs : boarding: a very long line, all the airline checking personnel waiting for some signal from management to start processing passengers, a very strange and ineficient system; 
one of the flight attendants was nice and professional; the others almost rude; food is the worse i have seen; zero entertainment Points négatifs : boarding: a very long line, all the airline checking personnel waiting for some signal from management to start processing passengers, a very strange and ineficient system; 
one of the flight attendants was nice and professional; the others almost rude; food is the worse i have seen; zero entertainment  ",0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
748, Air conditioning is not functioningPoints négatifs : It was hot inside ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
749," It was nice 6.0Points positifs : Food was hot but there was no variety you are stuck with only one type. The plane was almost empty so the cabinets were too.Points négatifs : No variety of food, entertainment is limited to one tv for 15 people. ",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
750," Not that nice 3.0Points positifs : The only nice things was few of the crew members smiling.Points négatifs : Not enough cabinet space (bad management), not enough food for the passengers (meat ran out), no pillows, and few crew members were mean to people and couldn’t manage situations. ",0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0
751, I want to reimburse you at your company.Points positifs : I want to reimburse you at your company.Points négatifs : I want to reimburse you at your company. ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
752," Points positifs : 
I've lost my suitcase and I'm still waiting for her to comePoints négatifs : 
On the flight the flight attendants were really unpleasant ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
753, Points positifs : I was impressed by how much space there was in economy! ,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
754, Points positifs : price affordable comparing to other companiesPoints négatifs : no tv or music ,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
755," لابأسPoints positifs : السعر منافس بصراحةPoints négatifs : الترفيه ع الطاىٔرة معدوم
وخدمة الضيافة ضعيفة ",0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
756," catastrophe aeriennePoints positifs : rienPoints négatifs : repas oublié,aucunes escuses,trop de siege pas de place,pas de film,pas d'écran,personnel amateur....,quelle tristesse. ",-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
757," Points négatifs : The problem was that the airplane was changed just before the boarding. Apparently it was a problem with the original airplane. This is OK but we never received an explanation from the Turkish Airlines about what was going on. We had to wait a long time, change the gate, new aircraft was smaller etc. and not a word explanation or excuse from the Turkish airlines. Terrible experience  ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
758, Points négatifs : Nothing ,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
759, Points négatifs : more than 90 minutes on the runway to take off  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
760, Points positifs : NothingPoints négatifs : I lost my luggage and the stuff were not helpful.  ,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0
761," Points négatifs : The plane took off after 2 hours, there were weird noises and no one explained what was going on and what is the reason behind the latency. Then 10 mins before the take off the captain apologized and said it was because of turbulence. Weather was bad, so the plane was shaking all the time and it was a very horrible flight! ",0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
762, Good for it’s pricePoints positifs : FoodPoints négatifs : No entertainment  ,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
763," Points positifs : Super nice, gentell, carismatic, 
Nice fly, wonderful landing...
Points négatifs : ---------------------------------------------------- ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
764," Great Value for Money Points positifs : Good crew, clean plane, good food. It was a cheap, direct flight that didn't feel like an economy no-frills airline. Excellent value for the small budget i had. ",0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
765, No assistance at the airportPoints positifs : Very few things!Points négatifs : At the airport staff is not duppportive at all. They dont have information. They can be much more polite. Food at bussines class was terible. no entrrtainment at all! ,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
766, Points négatifs : Food was horrible ,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
767, Good servicePoints positifs : Helpfull staff ,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
768, It was really BadPoints positifs : Nothing I liked as I went to the Airport and found no reservation Points négatifs : The reservation on your Kayak didnt show up at the atlas system in the airport and i missed my trip... ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
769, Points positifs : They had sandwich & snack for a short flight that was nice  ,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
770," Points positifs : 30 kg baggage allowance.
Reasonable price.Points négatifs : No entertainment.
Food  ",0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
771," No English or Arabic spoken!Points positifs : 30 kg baggage allowance.
Reasonably priced ticket.
Cabin crew were calm & polite.Points négatifs : For safety reasons the announcements & directions by cabin crew should have been in Arabic as well as the Turkish & English.
Most of the passengers were Arab on the flight to Kuwait. 
The crew seemed to struggle communicating with passengers as they appeared to have a low level of English and no Arabic language. ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
772, Points positifs : Great food and great staff/ service!!!  ,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
773, Points positifs : Nice food. Pleasant flight.  ,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
774, Points négatifs : Most of the crew does not speak English!!! ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
775," Perfect flightPoints positifs : The timing was superb , perfect service .. and the updates from KAYAK was wonderful Points négatifs : N/A ",0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
776, Canceled FlightPoints négatifs : My flight was cancelled and no one contacted me.  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0
777," Points positifs : Everything was great and I fly with them every time. Great Airline...
Thank you ",2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
778," First time on Atlas airePoints positifs : Price of the flight was irresistible and timing of the flight was suitable for us at the time of flinging Points négatifs : The crow was existed from all trips on the same day (we can see that from there eyes and attitude) the seats where so small can't fit even a slim person , there is no entertainment on the airplane. ",-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
779, Points positifs : Friendly and helpful crew Points négatifs : Too many questions by security prior to check-in and double check of documents during check-in ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
780, Points négatifs : Everything ,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
781, Kayak is a prankPoints négatifs : No ticket  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
782, Kayak is fakePoints négatifs : The ticket wasn't booked the first time and I had to book all over again. The second time I booked they sent me an email 6 hours later apologising for the price change and that they didn't reach me and canceled again. Kayak and both the website are just a waste of money and time ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
783, DelayedPoints négatifs : 30 minutes late ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
784," Pleasure Points positifs : On-time, friendly stuff, good service and delicious foodPoints négatifs : None ",0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
785, Thank you very much KAYAL administrationPoints positifs : I will travel with you in the coming times thank you and all thanks to your administration wonderfulPoints négatifs : No thing  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
786," One hour sitting in the aircraft and waiting when Points positifs : Cabin crew were good for there job, they were very nice and sweatPoints négatifs : Landing was very professional, thank you for that, food was not very good but safety was good. ",2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
787," Points positifs : Food, crew and flight was nicePoints négatifs : Istanbul airport is so big and no one was telling me where to go it was really bad, but thanks for the passenger which show me the way ",0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
788, Points négatifs : All ,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
789, Points positifs : Everything great service  ,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
790, The worst airlines i ever triedPoints positifs : NothibgPoints négatifs : The airlines did not stick to the time for the flight that is shown in the airport screens and took off before that time. And when i went and asked for another ticket or a refund they told me that its the airport mistake and that they are not responsible for it. Wordt airlines ever. Above all of this my flight was supposed to be a day after this incident but the flight was cancelled so they changed my ticket flight to a day before. ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0
791, Points négatifs : The food tasted as if it came from a vending machine.  ,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
792," Points positifs : Amazing crew, outstanding landing by pilot!Points négatifs : Everything was wonderful  ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
793,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
794, Points positifs : For a very short flight everything worked well...Points négatifs : Nothing really... ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
795, Points négatifs : The security queue was an utter joke and took 30-40 minutes. I got to the gate as the flight was closing and many people were still behind me. Gate staff said they would be leaving without the passengers stuck in the security queue.  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0
796, Points négatifs : Kayak got the departure time completely wrong  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
797," Points positifs : On time, boarding was fine, staff were nice. Messages from crew good. Flight managed well. Good overall. Points négatifs : Leg room not great. Lack of snack options.  ",-1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
798, Late againPoints positifs : Not much to likePoints négatifs : Late again ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
799, LatePoints positifs : Not much to like to be honestPoints négatifs : Lack of punctuality ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
800, One hour plus delayPoints positifs : Nothing. Points négatifs : More than a one hour delay.  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
801, Points négatifs : there is no entertainment and the food is pretty nasty ,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
802," Red carpet treatment in Business classPoints positifs : The flight crew was very very friendly and went out of their way to make me feel welcome. It was the best customer experience I have had on a flight. 
The food was good and the wine was great too!Points négatifs : There are no options for entertainment. I wish they had TV's or movies to choose from during the longer flights.  ",0.0,0.0,-1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
803," Points négatifs : The cabin was very hot, unlike United who freezes your tail off. You would think in a $80 million vehicle, you could just set the HVAC at 22 degrees C. ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
804," The guy who is representative of avrora airlines iPoints négatifs : The guy in hk airport treated us badly. Ignorrant, arrogant, he totally stayed away when we had a question about luggage. We were travelling with bb, w stroller, two suitcases, and one of suitcases was overweight. So instead of stepping in and talkinv to us politely in our native russian language he stayed away and was laughing with his coleague, until my husband was almost exploding from anger, barely understanding young chinese coleague. I fought w mg husband, our bb was crying and then.. iverall hirrible experience. Then , we sat on good seats, first row, assigned to us by nice stuff. I sat next to young pregnant russian lady, almost 8 months pregnant. She said she also hated that guy and she wanted to complain as well. She had only 1 luggage, carry on size, but that russian representative/manager/superviser told its nit cabin carry size. Which was not true. To the argument that its indeed is a cabin carry on size for all the other tines before~ he said he would fire the employee who would say so. Some people really can just spoil a day....
Sincerely yours,
Permiakova Evgeniia SU79540731 ",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
805, Points négatifs : Il n'y a pas de divertissement et la nourriture était assez mauvaise ,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
806, Points positifs : Amazing Points négatifs : Nothing  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
807," Points positifs : Space, happy vibes, cleanPoints négatifs : Nothing it was super  ",2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
808, Points positifs : Crew was positively and smiling. Points négatifs : Flight was 44 min late. Could have been on time  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
809," Points négatifs : Team desn’t have much Client focus, seems to have more experience with cargo shipments ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
810," Points positifs : Clean aircraft, polite crew.Points négatifs : 1. Check-In , Check-In , check-In .. automated much more time consuming and probably costly.
2. Delayed flight (as usual) .. 6.am D.T. should either mean 6.00 or 6.05 or 6.10 ... but not 6.30.
3. Very tight connection flights in Vienna, so a slight delay could mean missed connection.
4. Food  ",0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
811, Points négatifs : All good ,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
812, Points négatifs : Seats very hard and uncomfortable in economy  ,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
813, Points positifs : The food is poorPoints négatifs : The ffood could be better. ,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
814, Points positifs : We could walk around as needed. No restrictions. Free wine with meals!Points négatifs : Staff not friendly or offering of assistance. ,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
815," Points négatifs : Staff is not friendly, does not offer assistance or ask if you need anything. ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
816, Points positifs : Comfortable seat.Points négatifs : Quality of red wine ,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
817," Points positifs : Crew was friendly and helpful, food was tasty and flight was nice and smooth.Points négatifs : It would be wonderful to have all seats the same as first class for a long distance flight. ",-1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
818, Points positifs : Crew was friendly and the flight was nice and smooth.Points négatifs : No expectations as the flight was less than an hour. ,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
819," Points négatifs : Inside the plane everything was great and the floght atendants were very nice, however in check in I was teated very poorly ",0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820," Points positifs : The crew was amazing, the seat was comfortable ",2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821, Points négatifs : Overhead space on plane was very limited.  ,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822, Points positifs : Personel Très sympa et pilote top Points négatifs : Pas de distraction  ,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823," Points positifs : Choix de films et jeux pour enfants, repas correcte Points négatifs : Personel trop rigide et pas très à l écoute des enfants  ",0.0,0.0,2.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824, Points positifs : None of them above I'm not happy at all ,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
825," Points positifs : Excellent crew, delicious Austrian wine, only a short flight so only some nibbles to eat which was fine. Points négatifs : Seat wasn't the best, quite hard on the middle back.  ",-1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826, Points positifs : Lost my luggage Points négatifs : Not loosing my suitcase!  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
827, Points positifs : Seat ok typical. Non busy flight lots of roomPoints négatifs : Food was poor ,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828," Points positifs : Absolutely nothing. Despite booking business class flights 3 months before departure date because we had to attend a very important wedding. Swiss Airlines overbooked the flight but didn’t warn us in advance. This meant my husband was forced to pay over 8 thousand Euros to charter a small private jePoints négatifs : So That we could attend the wedding early the next morning in Oldenburg. They then had the audacity to void our return flights. Luckily I spoke with a lovely lady at Lufthansa, explained the situation and she re-instated return flights for an admin fee. Will never ever use Swiss Airlines again.  ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829, Points positifs : Everything:) ,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
830, Points positifs : Sits had more room then other plain ,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831, Points positifs : The crews are very polite. ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832, Points négatifs : 30min late arrival. Still was ok.  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
833, Points positifs : Short flight ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834," Points positifs : Arrival to the terminal was a breeze, and security was fast and efficient. What more can a traveler ask for?Points négatifs : The executive lounge was a bit crowded. But if that is my only complaint, that’s not too bad. A well designed airport! ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835," Short cheap flightPoints positifs : On time, best connection for me, earning miles on my program. I booked based on time and cost, didn't even pay attention to what airline. Points négatifs : No food, plane felt pretty old and not so clean. Smaller seats than the other flights I had with Lufthansa. Otherwise, it was fine. I had a pretty bad earache on that particular flight, so I liked it less than I might have otherwise. Something didn't feel right, pressure wrong or something.  ",-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
836," Same airline, but it felt a bit more upscalePoints positifs : It was better with the earache, plane felt cleaner, the crew was more friendly and attentive. Didn't feel as dark as the first flight. Points négatifs : The Star Alliance flights aren't that cheap. Comparable price between Lufthansa, Swiss, SAS and Austrian. Lufthansa gives you food, and has friendly service. SAS gives you coffee and tea. On Austrian and Swiss I didn't get anything. For same price range and same alliance, that is a point I keep in mind. Now I mainly try to get onto Lufthansa flights (or Turkish Airlines which is my favorite). Even on Aegean, I got better food, and the magazine was better, plus there were some monitors to track the flight. Austrian feels cheaper than the others. That is the main point I didn't like.  ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837," Flight canceled , no communication Points négatifs : My flight was canceled and I received no communication from Austrian Airlines. There was no staff at ticketing counter. The contact number that O’Hare had was a disconnected Verizon number, which was the same number listed on their website. I had to call the international number where I was told I was rebooked on United with 2 layovers instead of one. I also lost my business class upgrade and was told there was nothing they could do about it.  ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0
838, Austrian Airlines has a service of a budget carrier Points positifs : Clean and new planes. On time. Points négatifs : On the transatlantic flight the crew was unattractive and somewhat rude. They skipped our entire row serving morning refreshments and then complained and tried to shame us all for calling them back. Food quality was on par with Alegent Airlines. We even got charged for one piece of checked luggage 46lb on a international flight. That was a first!!! ,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
839, Short a sweetPoints positifs : Efficient timely.  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
840, Points positifs : The wafer bar. Pilot had a good landing in high winds and snow.Points négatifs : Nothing to complain. ,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841, Luggage Points positifs : I had to pay 75 USD for 3.6 KG extra. Very annal  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842, Points positifs : Quick boarding decent legroomPoints négatifs : Breakfast was not great ,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843, Points négatifs : Cold ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844, Points négatifs : Free wifi ,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845, Points négatifs : Menu was poor ,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
