,Data_Source,Airline_Name,Aircraft_Type,Cabin_Class,Type_Of_Lounge,Type_Of_Traveller,Date_Visit,Date_Flown,Airport,Route,Cabin_Staff_Service,Lounge_Staff_Service,Bar_And_Beverages,Food_And_Beverages,Ground_Service,Catering,Cleanliness,Comfort,Aisle_Space,Wifi_And_Connectivity,Inflight_Entertainment,Viewing_Tv_Screen,Power_Supply,Seat,Seat_Type,Seat_Comfort,Seat_Legroom,Seat_Storage,Seat_Width,Seat_Recline,Washrooms,Value_For_Money,Overall_Customer_Rating,Recommended,Date_Review,Review,Sentence,LABEL_SEAT,LABEL_BED,LABEL_IFE,LABEL_FOOD,LABEL_NOISE,LABEL_TEMPERATURE,LABEL_HUMIDITY,LABEL_CABIN CREW,LABEL_LAVATORY SPACE,LABEL_PRICE,LABEL_LOST BAGGAGE,LABEL_CHECK IN,LABEL_PUNCTUALITY,LABEL_ATTRACTIVE AIRCRAFT,LABEL_SAV,LABEL_BOARDING,LABEL_GENERAL,Unnamed: 54
1098,Airline Quality Airline,united-airlines,Boeing 767-400,Business Class,,Solo Leisure,,December 2018,,Zurich to Newark,5,,,4,4,,,,,4,4,,,,,4,,,,,,3,8,yes,6th December 2018,✅ Trip Verified | On time flight from ZRH to EWR  very friendly FA  comfy seat and good food (a little below C-Class standard). Will fly United Airlines again  entertainment great with the whole seasons of tv shows.,will fly united airlines again  entertainment great with the whole seasons of tv shows,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,v
1099,Airline Quality Airline,united-airlines,E175,Economy Class,,Business,,July 2017,,Los Angeles to Seattle,1,,,1,1,,,,,1,2,,,,,1,,,,,,2,2,no,29th July 2017,✅ Verified Review | Fly United about three to four times a month for the last two years and I cannot recall the last time my departing flight left on time. Maintenance  computer problems  crew issues  inbound aircraft issues  or flight queue problems seem to always lead to a delay.,✅ verified review | fly united about three to four times a month for the last two years and i cannot recall the last time my departing flight left on time,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,v
1100,Airline Quality Airline,united-airlines,E175,Economy Class,,Business,,July 2017,,Los Angeles to Seattle,1,,,1,1,,,,,1,2,,,,,1,,,,,,2,2,no,29th July 2017,✅ Verified Review | Fly United about three to four times a month for the last two years and I cannot recall the last time my departing flight left on time. Maintenance  computer problems  crew issues  inbound aircraft issues  or flight queue problems seem to always lead to a delay.,maintenance  computer problems  crew issues  inbound aircraft issues  or flight queue problems seem to always lead to a delay,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,v
1101,Airline Quality Airline,united-airlines,,Economy Class,,Family Leisure,,August 2015,,Manchester to SFO via Philadelphia,4,,,4,5,,,,,,4,,,,,4,,,,,,4,8,yes,26th August 2015,First flight Manchester to Philadelphia was super  plenty of seat space and all family seated together  cabin crew attentive supplying complimentary drinks and food. Entertainment was great  TV in back of seat with multiple options for TV  movies or music  plenty to keep the kids occupied during a 7+ hour flight and airline provided ear buds. Philadelphia to San Francisco there was no entertainment (6+ hour flight)  complimentary drinks and snacks  cabin space was ok. Given no entertainment  this flight seemed longer than expected.,first flight manchester to philadelphia was super  plenty of seat space and all family seated together  cabin crew attentive supplying complimentary drinks and food,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,v
1102,Airline Quality Airline,united-airlines,,Economy Class,,Family Leisure,,August 2015,,Manchester to SFO via Philadelphia,4,,,4,5,,,,,,4,,,,,4,,,,,,4,8,yes,26th August 2015,First flight Manchester to Philadelphia was super  plenty of seat space and all family seated together  cabin crew attentive supplying complimentary drinks and food. Entertainment was great  TV in back of seat with multiple options for TV  movies or music  plenty to keep the kids occupied during a 7+ hour flight and airline provided ear buds. Philadelphia to San Francisco there was no entertainment (6+ hour flight)  complimentary drinks and snacks  cabin space was ok. Given no entertainment  this flight seemed longer than expected.,entertainment was great  tv in back of seat with multiple options for tv  movies or music  plenty to keep the kids occupied during a 7+ hour flight and airline provided ear buds,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,v
1103,Airline Quality Airline,united-airlines,,Economy Class,,Family Leisure,,August 2015,,Manchester to SFO via Philadelphia,4,,,4,5,,,,,,4,,,,,4,,,,,,4,8,yes,26th August 2015,First flight Manchester to Philadelphia was super  plenty of seat space and all family seated together  cabin crew attentive supplying complimentary drinks and food. Entertainment was great  TV in back of seat with multiple options for TV  movies or music  plenty to keep the kids occupied during a 7+ hour flight and airline provided ear buds. Philadelphia to San Francisco there was no entertainment (6+ hour flight)  complimentary drinks and snacks  cabin space was ok. Given no entertainment  this flight seemed longer than expected.,philadelphia to san francisco there was no entertainment (6+ hour flight)  complimentary drinks and snacks  cabin space was ok,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,v
1104,Airline Quality Airline,united-airlines,,Economy Class,,Family Leisure,,August 2015,,Manchester to SFO via Philadelphia,4,,,4,5,,,,,,4,,,,,4,,,,,,4,8,yes,26th August 2015,First flight Manchester to Philadelphia was super  plenty of seat space and all family seated together  cabin crew attentive supplying complimentary drinks and food. Entertainment was great  TV in back of seat with multiple options for TV  movies or music  plenty to keep the kids occupied during a 7+ hour flight and airline provided ear buds. Philadelphia to San Francisco there was no entertainment (6+ hour flight)  complimentary drinks and snacks  cabin space was ok. Given no entertainment  this flight seemed longer than expected.,given no entertainment  this flight seemed longer than expected,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,v
1105,Airline Quality Airline,united-airlines,Boeing 767 300,Business Class,,Couple Leisure,,July 2015,,LHR to ORD,5,,,4,5,,,,,5,5,,,,,5,,,,,,5,1,yes,14th August 2015,Great flight in seat 6K  aircraft quite old but in good overall condition  departed on time from Heathrow  arrived early in Chicago. Service on board was excellent as was the inflight entertainment  food pretty good too. Cabin crew friendly enough and luggage arrived ok so I'm very happy with United.,great flight in seat 6k  aircraft quite old but in good overall condition  departed on time from heathrow  arrived early in chicago,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,v
1106,Airline Quality Airline,united-airlines,Boeing 767 300,Business Class,,Couple Leisure,,July 2015,,LHR to ORD,5,,,4,5,,,,,5,5,,,,,5,,,,,,5,1,yes,14th August 2015,Great flight in seat 6K  aircraft quite old but in good overall condition  departed on time from Heathrow  arrived early in Chicago. Service on board was excellent as was the inflight entertainment  food pretty good too. Cabin crew friendly enough and luggage arrived ok so I'm very happy with United.,service on board was excellent as was the inflight entertainment  food pretty good too,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,v
1107,Airline Quality Airline,united-airlines,Boeing 767 300,Business Class,,Couple Leisure,,July 2015,,LHR to ORD,5,,,4,5,,,,,5,5,,,,,5,,,,,,5,1,yes,14th August 2015,Great flight in seat 6K  aircraft quite old but in good overall condition  departed on time from Heathrow  arrived early in Chicago. Service on board was excellent as was the inflight entertainment  food pretty good too. Cabin crew friendly enough and luggage arrived ok so I'm very happy with United.,cabin crew friendly enough and luggage arrived ok so i'm very happy with united,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,v
1108,Airline Quality Airline,united-airlines,,Economy Class,,,,,,,5,,,4,,,,,,,5,,,,,5,,,,,,5,1,yes,22nd April 2015,I flew from Dulles Washington to London Heathrow on the 7th April 2014 although I was in economy it was the best flight I have experienced I usually sit at the window when I fly but this time I opted for the aisle - it does make life so much easier when flying. Anyway although I was in economy the service was first class the cabin crew were excellent its nice to be looked after by cabin crew with a genuine smile rather than a false grin. The free television on the back of the seat is also a nice addition anyway thanks united for a great trip.,i flew from dulles washington to london heathrow on the 7th april 2014 although i was in economy it was the best flight i have experienced i usually sit at the window when i fly but this time i opted for the aisle - it does make life so much easier when flying,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,v
1109,Airline Quality Airline,united-airlines,,Economy Class,,,,,,,5,,,4,,,,,,,5,,,,,5,,,,,,5,1,yes,22nd April 2015,I flew from Dulles Washington to London Heathrow on the 7th April 2014 although I was in economy it was the best flight I have experienced I usually sit at the window when I fly but this time I opted for the aisle - it does make life so much easier when flying. Anyway although I was in economy the service was first class the cabin crew were excellent its nice to be looked after by cabin crew with a genuine smile rather than a false grin. The free television on the back of the seat is also a nice addition anyway thanks united for a great trip.,anyway although i was in economy the service was first class the cabin crew were excellent its nice to be looked after by cabin crew with a genuine smile rather than a false grin,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,v
1110,Airline Quality Airline,united-airlines,,Economy Class,,,,,,,5,,,4,,,,,,,5,,,,,5,,,,,,5,1,yes,22nd April 2015,I flew from Dulles Washington to London Heathrow on the 7th April 2014 although I was in economy it was the best flight I have experienced I usually sit at the window when I fly but this time I opted for the aisle - it does make life so much easier when flying. Anyway although I was in economy the service was first class the cabin crew were excellent its nice to be looked after by cabin crew with a genuine smile rather than a false grin. The free television on the back of the seat is also a nice addition anyway thanks united for a great trip.,the free television on the back of the seat is also a nice addition anyway thanks united for a great trip,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,v
1111,Airline Quality Airline,united-airlines,,First Class,,,,,,,5,,,3,,,,,,,4,,,,,3,,,,,,3,6,yes,3rd May 2014,FRA-SFO on 747-400 this might have been a 9 or 10 star review except for the very late (over 30 minutes) delivery of bags at SFO with priority bags not apparently given any priority - service onboard was impeccable - staff were attentive and professional and did everything they could to make the long flight as comfortable as possible - UA really does need to start handing out pyjamas in F and could also make the bed softer as well as making the blankets thicker and wider if they really want passengers to get some good sleep. Food was OK nothing special - the mushroom soup in a very small cup was the best course while the beef was tough.,fra-sfo on 747-400 this might have been a 9 or 10 star review except for the very late (over 30 minutes) delivery of bags at sfo with priority bags not apparently given any priority - service onboard was impeccable - staff were attentive and professional and did everything they could to make the long flight as comfortable as possible - ua really does need to start handing out pyjamas in f and could also make the bed softer as well as making the blankets thicker and wider if they really want passengers to get some good sleep,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,v
1112,Airline Quality Airline,united-airlines,,First Class,,,,,,,5,,,3,,,,,,,4,,,,,3,,,,,,3,6,yes,3rd May 2014,FRA-SFO on 747-400 this might have been a 9 or 10 star review except for the very late (over 30 minutes) delivery of bags at SFO with priority bags not apparently given any priority - service onboard was impeccable - staff were attentive and professional and did everything they could to make the long flight as comfortable as possible - UA really does need to start handing out pyjamas in F and could also make the bed softer as well as making the blankets thicker and wider if they really want passengers to get some good sleep. Food was OK nothing special - the mushroom soup in a very small cup was the best course while the beef was tough.,food was ok nothing special - the mushroom soup in a very small cup was the best course while the beef was tough,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,v
1113,Airline Quality Airline,us-airways,,Business Class,,,,,,,5,,,4,,,,,,,4,,,,,5,,,,,,5,1,yes,12th November 2014,US 731 Business Class LHR to CLT A330-300 24th October 2014 very good seat 1A great service and good food.,us 731 business class lhr to clt a330-300 24th october 2014 very good seat 1a great service and good food,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,v
1114,Airline Quality Airline,uzbekistan-airways,,Economy Class,,,,,,,1,,,1,,,,,,,1,,,,,1,,,,,,1,1,no,20th November 2014,Unfriendly staff broken seats not enough pillows for everyone one drinks service in 7 hours really bad food unclean toilets old movies (most of them in Russian or Uzbek). There was a drunk passenger onboard annoying other passengers and the staff could not handle this at all.,unfriendly staff broken seats not enough pillows for everyone one drinks service in 7 hours really bad food unclean toilets old movies (most of them in russian or uzbek),-1,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,v
1115,Airline Quality Airline,uzbekistan-airways,,Economy Class,,,,,,,1,,,1,,,,,,,1,,,,,1,,,,,,1,1,no,20th November 2014,Unfriendly staff broken seats not enough pillows for everyone one drinks service in 7 hours really bad food unclean toilets old movies (most of them in Russian or Uzbek). There was a drunk passenger onboard annoying other passengers and the staff could not handle this at all.,there was a drunk passenger onboard annoying other passengers and the staff could not handle this at all,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,v
1116,Airline Quality Airline,vietjetair,,Economy Class,,Solo Leisure,,April 2018,,Ho Chi Minh City to Bangkok,5,,,4,5,,,,,3,3,,,,,5,,,,,,5,8,yes,25th April 2018,✅ Trip Verified | I had a pleasant flight with Vietjet Air. They had me reasonable price and provided very good service. The airplane was new with comfortable seats  food good and the inflight crew were helpful and friendly.,✅ trip verified | i had a pleasant flight with vietjet air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,v
1117,Airline Quality Airline,vietjetair,,Economy Class,,Solo Leisure,,April 2018,,Ho Chi Minh City to Bangkok,5,,,4,5,,,,,3,3,,,,,5,,,,,,5,8,yes,25th April 2018,✅ Trip Verified | I had a pleasant flight with Vietjet Air. They had me reasonable price and provided very good service. The airplane was new with comfortable seats  food good and the inflight crew were helpful and friendly.,they had me reasonable price and provided very good service,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,v
1118,Airline Quality Airline,vietjetair,,Economy Class,,Solo Leisure,,April 2018,,Ho Chi Minh City to Bangkok,5,,,4,5,,,,,3,3,,,,,5,,,,,,5,8,yes,25th April 2018,✅ Trip Verified | I had a pleasant flight with Vietjet Air. They had me reasonable price and provided very good service. The airplane was new with comfortable seats  food good and the inflight crew were helpful and friendly.,the airplane was new with comfortable seats  food good and the inflight crew were helpful and friendly,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,v
1119,Airline Quality Airline,vietnam-airlines,Boeing 777 and A330,Economy Class,,Family Leisure,,August 2016,,HCM to Hanoi,3,,,4,3,,,,,1,1,,,,,4,,,,,,5,9,yes,7th August 2016,A possibility of reserving seats while booking a flight would have been a great  but you may do so during online check-in 24 hours prior to boarding. Also good if the online check-in is possible 48 prior to departure as some travel many hours prior to the flight. Our flight from HCM to Hanoi was excellent  not much fancy but good legroom  clean aircraft  good service and on-time. Reading all reviews this came in as a surprise  the return journey was as good on an older plane. Food was also excellent and the overall experience was fantastic. Booked online and got a fantastic price with Vietnam Airlines.,a possibility of reserving seats while booking a flight would have been a great  but you may do so during online check-in 24 hours prior to boarding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,v
1120,Airline Quality Airline,vietnam-airlines,Boeing 777 and A330,Economy Class,,Family Leisure,,August 2016,,HCM to Hanoi,3,,,4,3,,,,,1,1,,,,,4,,,,,,5,9,yes,7th August 2016,A possibility of reserving seats while booking a flight would have been a great  but you may do so during online check-in 24 hours prior to boarding. Also good if the online check-in is possible 48 prior to departure as some travel many hours prior to the flight. Our flight from HCM to Hanoi was excellent  not much fancy but good legroom  clean aircraft  good service and on-time. Reading all reviews this came in as a surprise  the return journey was as good on an older plane. Food was also excellent and the overall experience was fantastic. Booked online and got a fantastic price with Vietnam Airlines.,also good if the online check-in is possible 48 prior to departure as some travel many hours prior to the flight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,v
1121,Airline Quality Airline,vietnam-airlines,Boeing 777 and A330,Economy Class,,Family Leisure,,August 2016,,HCM to Hanoi,3,,,4,3,,,,,1,1,,,,,4,,,,,,5,9,yes,7th August 2016,A possibility of reserving seats while booking a flight would have been a great  but you may do so during online check-in 24 hours prior to boarding. Also good if the online check-in is possible 48 prior to departure as some travel many hours prior to the flight. Our flight from HCM to Hanoi was excellent  not much fancy but good legroom  clean aircraft  good service and on-time. Reading all reviews this came in as a surprise  the return journey was as good on an older plane. Food was also excellent and the overall experience was fantastic. Booked online and got a fantastic price with Vietnam Airlines.,our flight from hcm to hanoi was excellent  not much fancy but good legroom  clean aircraft  good service and on-time,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,v
1122,Airline Quality Airline,vietnam-airlines,Boeing 777 and A330,Economy Class,,Family Leisure,,August 2016,,HCM to Hanoi,3,,,4,3,,,,,1,1,,,,,4,,,,,,5,9,yes,7th August 2016,A possibility of reserving seats while booking a flight would have been a great  but you may do so during online check-in 24 hours prior to boarding. Also good if the online check-in is possible 48 prior to departure as some travel many hours prior to the flight. Our flight from HCM to Hanoi was excellent  not much fancy but good legroom  clean aircraft  good service and on-time. Reading all reviews this came in as a surprise  the return journey was as good on an older plane. Food was also excellent and the overall experience was fantastic. Booked online and got a fantastic price with Vietnam Airlines.,reading all reviews this came in as a surprise  the return journey was as good on an older plane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,v
1123,Airline Quality Airline,vietnam-airlines,Boeing 777 and A330,Economy Class,,Family Leisure,,August 2016,,HCM to Hanoi,3,,,4,3,,,,,1,1,,,,,4,,,,,,5,9,yes,7th August 2016,A possibility of reserving seats while booking a flight would have been a great  but you may do so during online check-in 24 hours prior to boarding. Also good if the online check-in is possible 48 prior to departure as some travel many hours prior to the flight. Our flight from HCM to Hanoi was excellent  not much fancy but good legroom  clean aircraft  good service and on-time. Reading all reviews this came in as a surprise  the return journey was as good on an older plane. Food was also excellent and the overall experience was fantastic. Booked online and got a fantastic price with Vietnam Airlines.,food was also excellent and the overall experience was fantastic,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,v
1124,Airline Quality Airline,vietnam-airlines,Boeing 777 and A330,Economy Class,,Family Leisure,,August 2016,,HCM to Hanoi,3,,,4,3,,,,,1,1,,,,,4,,,,,,5,9,yes,7th August 2016,A possibility of reserving seats while booking a flight would have been a great  but you may do so during online check-in 24 hours prior to boarding. Also good if the online check-in is possible 48 prior to departure as some travel many hours prior to the flight. Our flight from HCM to Hanoi was excellent  not much fancy but good legroom  clean aircraft  good service and on-time. Reading all reviews this came in as a surprise  the return journey was as good on an older plane. Food was also excellent and the overall experience was fantastic. Booked online and got a fantastic price with Vietnam Airlines.,booked online and got a fantastic price with vietnam airlines,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,v
1125,Airline Quality Airline,vietnam-airlines,A320/A330,Economy Class,,Solo Leisure,,July 2015,,Kuala Lumpur to Osaka via Ho Chi Minh,4,,,4,4,,,,,,3,,,,,4,,,,,,5,8,yes,18th July 2015,Flight to SGN on A320 was comfortable with ample legroom in economy. Crew service was efficient  and food and drinks served was okay. The flight from SGN to KIX was on a new plane with interactive entertainment features (unfortunately not put to much use as it was a night flight) but the return flight from KIX to SGN was on an older one which only shows the same clips for everyone. Both flights on time  food was okay  and the service was good.,flight to sgn on a320 was comfortable with ample legroom in economy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,v
1126,Airline Quality Airline,vietnam-airlines,A320/A330,Economy Class,,Solo Leisure,,July 2015,,Kuala Lumpur to Osaka via Ho Chi Minh,4,,,4,4,,,,,,3,,,,,4,,,,,,5,8,yes,18th July 2015,Flight to SGN on A320 was comfortable with ample legroom in economy. Crew service was efficient  and food and drinks served was okay. The flight from SGN to KIX was on a new plane with interactive entertainment features (unfortunately not put to much use as it was a night flight) but the return flight from KIX to SGN was on an older one which only shows the same clips for everyone. Both flights on time  food was okay  and the service was good.,crew service was efficient  and food and drinks served was okay,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,v
1127,Airline Quality Airline,vietnam-airlines,A320/A330,Economy Class,,Solo Leisure,,July 2015,,Kuala Lumpur to Osaka via Ho Chi Minh,4,,,4,4,,,,,,3,,,,,4,,,,,,5,8,yes,18th July 2015,Flight to SGN on A320 was comfortable with ample legroom in economy. Crew service was efficient  and food and drinks served was okay. The flight from SGN to KIX was on a new plane with interactive entertainment features (unfortunately not put to much use as it was a night flight) but the return flight from KIX to SGN was on an older one which only shows the same clips for everyone. Both flights on time  food was okay  and the service was good.,the flight from sgn to kix was on a new plane with interactive entertainment features (unfortunately not put to much use as it was a night flight) but the return flight from kix to sgn was on an older one which only shows the same clips for everyone,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,v
1128,Airline Quality Airline,vietnam-airlines,A320/A330,Economy Class,,Solo Leisure,,July 2015,,Kuala Lumpur to Osaka via Ho Chi Minh,4,,,4,4,,,,,,3,,,,,4,,,,,,5,8,yes,18th July 2015,Flight to SGN on A320 was comfortable with ample legroom in economy. Crew service was efficient  and food and drinks served was okay. The flight from SGN to KIX was on a new plane with interactive entertainment features (unfortunately not put to much use as it was a night flight) but the return flight from KIX to SGN was on an older one which only shows the same clips for everyone. Both flights on time  food was okay  and the service was good.,both flights on time  food was okay  and the service was good,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,v
1129,Airline Quality Airline,vietnam-airlines,,Economy Class,,,,,,,5,,,5,,,,,,,0,,,,,4,,,,,,5,1,yes,28th October 2014,Very impressed with level of service Hong Kong to Hanoi Food excellent esp seafood staff friendly and professional. Flight on time out and return. Very good ticket price.,very impressed with level of service hong kong to hanoi food excellent esp seafood staff friendly and professional,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,v
1130,Airline Quality Airline,vietnam-airlines,,Economy Class,,,,,,,5,,,5,,,,,,,0,,,,,4,,,,,,5,1,yes,28th October 2014,Very impressed with level of service Hong Kong to Hanoi Food excellent esp seafood staff friendly and professional. Flight on time out and return. Very good ticket price.,flight on time out and return,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,v
1131,Airline Quality Airline,vietnam-airlines,,Economy Class,,,,,,,5,,,5,,,,,,,0,,,,,4,,,,,,5,1,yes,28th October 2014,Very impressed with level of service Hong Kong to Hanoi Food excellent esp seafood staff friendly and professional. Flight on time out and return. Very good ticket price.,very good ticket price,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,v
1132,Airline Quality Airline,vietnam-airlines,,Economy Class,,,,,,,5,,,4,,,,,,,4,,,,,4,,,,,,5,9,yes,19th February 2013,Very good direct flights Gatwick to Hanoi and then Ho Chi Min back to Gatwick both direct. Seats were comfortable despite 10 hours one way and 12 coming back. Service very good.,very good direct flights gatwick to hanoi and then ho chi min back to gatwick both direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,v
1133,Airline Quality Airline,vietnam-airlines,,Economy Class,,,,,,,5,,,4,,,,,,,4,,,,,4,,,,,,5,9,yes,19th February 2013,Very good direct flights Gatwick to Hanoi and then Ho Chi Min back to Gatwick both direct. Seats were comfortable despite 10 hours one way and 12 coming back. Service very good.,seats were comfortable despite 10 hours one way and 12 coming back,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,v
1134,Airline Quality Airline,vietnam-airlines,,Economy Class,,,,,,,5,,,4,,,,,,,4,,,,,4,,,,,,5,9,yes,19th February 2013,Very good direct flights Gatwick to Hanoi and then Ho Chi Min back to Gatwick both direct. Seats were comfortable despite 10 hours one way and 12 coming back. Service very good.,service very good,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,v
1135,Airline Quality Airline,vietnam-airlines,,Business Class,,,,,,,5,,,5,,,,,,,4,,,,,5,,,,,,5,8,yes,24th April 2012,Domestic flights are great - I have flown them for the past 3 years usually doing at least 3-4 flights each year and both in Economy and Business Class - flights always on time and the staff were helpful and courteous.,domestic flights are great - i have flown them for the past 3 years usually doing at least 3-4 flights each year and both in economy and business class - flights always on time and the staff were helpful and courteous,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,v
1136,Airline Quality Airline,virgin-america,A320,Economy Class,,Couple Leisure,,July 2015,,LAX to MCO,5,,,3,5,,,,,,2,,,,,4,,,,,,4,8,yes,6th March 2016,Virgin America was a great airline to fly. The crew was helpful  the plane was clean and the seats were pretty comfortable for the 3 or so hour flight to Orlando. I really liked the plane  the interior decor was great and I really like how you can order food from your seat  and drinks are free. Just a great lower cost option to fly.,virgin america was a great airline to fly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,v
1137,Airline Quality Airline,virgin-america,A320,Economy Class,,Couple Leisure,,July 2015,,LAX to MCO,5,,,3,5,,,,,,2,,,,,4,,,,,,4,8,yes,6th March 2016,Virgin America was a great airline to fly. The crew was helpful  the plane was clean and the seats were pretty comfortable for the 3 or so hour flight to Orlando. I really liked the plane  the interior decor was great and I really like how you can order food from your seat  and drinks are free. Just a great lower cost option to fly.,the crew was helpful  the plane was clean and the seats were pretty comfortable for the 3 or so hour flight to orlando,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,v
1138,Airline Quality Airline,virgin-america,A320,Economy Class,,Couple Leisure,,July 2015,,LAX to MCO,5,,,3,5,,,,,,2,,,,,4,,,,,,4,8,yes,6th March 2016,Virgin America was a great airline to fly. The crew was helpful  the plane was clean and the seats were pretty comfortable for the 3 or so hour flight to Orlando. I really liked the plane  the interior decor was great and I really like how you can order food from your seat  and drinks are free. Just a great lower cost option to fly.,i really liked the plane  the interior decor was great and i really like how you can order food from your seat  and drinks are free,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,v
1139,Airline Quality Airline,virgin-america,A320,Economy Class,,Couple Leisure,,July 2015,,LAX to MCO,5,,,3,5,,,,,,2,,,,,4,,,,,,4,8,yes,6th March 2016,Virgin America was a great airline to fly. The crew was helpful  the plane was clean and the seats were pretty comfortable for the 3 or so hour flight to Orlando. I really liked the plane  the interior decor was great and I really like how you can order food from your seat  and drinks are free. Just a great lower cost option to fly.,just a great lower cost option to fly,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,v
1140,Airline Quality Airline,virgin-atlantic-airways,,Economy Class,,,,,,,3,,,3,,,,,,,3,,,,,3,,,,,,3,6,yes,26th January 2015,London Gatwick - Orlando Int'l - Finally received a good flight from Virgin. Crew were good food was nice and inflight entertainment was good (despite my screen freezing 2 hours prior to landing and nothing could be done to re-set) On the whole would recommend.,london gatwick - orlando int'l - finally received a good flight from virgin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,v
1141,Airline Quality Airline,virgin-atlantic-airways,,Economy Class,,,,,,,3,,,3,,,,,,,3,,,,,3,,,,,,3,6,yes,26th January 2015,London Gatwick - Orlando Int'l - Finally received a good flight from Virgin. Crew were good food was nice and inflight entertainment was good (despite my screen freezing 2 hours prior to landing and nothing could be done to re-set) On the whole would recommend.,crew were good food was nice and inflight entertainment was good (despite my screen freezing 2 hours prior to landing and nothing could be done to re-set) on the whole would recommend,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,v
1142,Airline Quality Airline,virgin-atlantic-airways,,Economy Class,,,,,,,5,,,5,,,,,,,1,,,,,5,,,,,,5,9,yes,14th January 2015,I have flown a few times now the VA Little Red and they offer an excellent service at a good price. No premium rate for checked baggage and a one-class aircraft makes for a very pleasant flying experience.,i have flown a few times now the va little red and they offer an excellent service at a good price,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,v
1143,Airline Quality Airline,virgin-atlantic-airways,,Economy Class,,,,,,,5,,,5,,,,,,,1,,,,,5,,,,,,5,9,yes,14th January 2015,I have flown a few times now the VA Little Red and they offer an excellent service at a good price. No premium rate for checked baggage and a one-class aircraft makes for a very pleasant flying experience.,no premium rate for checked baggage and a one-class aircraft makes for a very pleasant flying experience,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,v
1144,Airline Quality Airline,virgin-atlantic-airways,,Economy Class,,,,,,,5,,,3,,,,,,,4,,,,,3,,,,,,4,8,yes,3rd November 2014,Two good flights to and from IAD. Airbus330-300 generally comfortable except seats become hard further into the flight. FAs good on both flights plenty of runs through the cabin with water or juice. Both flights departed on time. Arrived in IAD late due to weather conditions.,two good flights to and from iad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,v
1145,Airline Quality Airline,virgin-atlantic-airways,,Economy Class,,,,,,,5,,,3,,,,,,,4,,,,,3,,,,,,4,8,yes,3rd November 2014,Two good flights to and from IAD. Airbus330-300 generally comfortable except seats become hard further into the flight. FAs good on both flights plenty of runs through the cabin with water or juice. Both flights departed on time. Arrived in IAD late due to weather conditions.,airbus330-300 generally comfortable except seats become hard further into the flight,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,v
